,Date,ProductID,ProductName,Category,OriginalPrice,DiscountPrice,PromotionType,PromotionText,SalesVolume,Revenue,SalesOrganization,DistributionChannel,BusinessUnit,BusinessUnitType
587,30-04-2022,19001,Samsung Galaxy Watch,Smart Watches,18.26,8.76,Bonus Buy,Free subscription,34,1681,West,Online,BU215,Retail Store
588,26-05-2022,21001,Fitbit Versa,Smart Watches,21.07,7.98,BOGOF,Get 5% off on earbuds,32,2211,South,Online,BU214,Retail Store
589,15-05-2022,22001,Apple Watch,Smart Watches,11.43,8.42,Bonus Buy,Get 5% off,58,1520,North,Online,BU217,Retail Store
590,20-11-2022,20001,Fitbit Versa,Smart Watches,19.64,8.08,Free Gift,Free subscription,20,1560,South,In-store,BU203,Retail Store
591,03-12-2022,21001,Fitbit Versa,Smart Watches,24.26,7.49,BOGOF,Get 5% off on earbuds,56,1688,West,Online,BU209,DistributionCenter
592,10-10-2023,21001,Fitbit Versa,Smart Watches,18.1,5.96,Discount,Get 5% off,18,2684,North,Online,BU210,DistributionCenter
593,17-02-2023,21001,Samsung Galaxy Watch,Smart Watches,20.6,6.12,Bonus Buy,Get 5% off on earbuds,29,1707,East,In-store,BU215,Retail Store
594,01-07-2022,21001,Fitbit Versa,Smart Watches,15.97,6.05,BOGOF,Free subscription,49,2605,North,Catalog,BU213,DistributionCenter
595,23-12-2023,20001,Samsung Galaxy Watch,Smart Watches,21.68,8.54,BOGOF,Get 5% off,59,2679,West,Online,BU210,Retail Store
596,11-02-2023,21001,Apple Watch,Smart Watches,11.23,9.25,Free Gift,Get 5% off on earbuds,26,2179,South,Online,BU219,DistributionCenter
597,07-06-2022,21001,Fitbit Versa,Smart Watches,20.31,9.19,Bonus Buy,Get 5% off on earbuds,23,1278,West,Online,BU209,DistributionCenter
598,17-05-2022,21001,Apple Watch,Smart Watches,19.5,8.9,BOGOF,Free subscription,43,2966,East,Online,BU216,Retail Store
599,22-10-2022,19001,Samsung Galaxy Watch,Smart Watches,12.87,9.76,Discount,Free subscription,14,2281,South,In-store,BU205,DistributionCenter
600,19-02-2022,21001,Fitbit Versa,Smart Watches,10.17,7.36,Discount,Get 5% off,31,2161,West,In-store,BU213,DistributionCenter
601,02-12-2022,22001,Samsung Galaxy Watch,Smart Watches,22.72,6.41,Bonus Buy,Get 5% off,23,1621,West,Online,BU209,DistributionCenter
602,14-01-2023,19001,Apple Watch,Smart Watches,22.83,5.91,Bonus Buy,Get 5% off on earbuds,30,2599,West,Catalog,BU208,Retail Store
603,19-02-2023,20001,Apple Watch,Smart Watches,11.88,8.85,Free Gift,Get 5% off,35,1736,North,Online,BU214,Retail Store
604,09-10-2022,20001,Apple Watch,Smart Watches,10.12,8.27,Bonus Buy,Get 5% off on earbuds,20,2741,West,Catalog,BU207,Retail Store
605,28-09-2022,20001,Fitbit Versa,Smart Watches,22.77,6.56,BOGOF,Get 5% off on earbuds,59,1628,West,In-store,BU217,DistributionCenter
606,03-02-2023,22001,Samsung Galaxy Watch,Smart Watches,15.53,8.07,Bonus Buy,Get 5% off,50,2029,Central,Online,BU204,DistributionCenter
607,25-02-2023,21001,Apple Watch,Smart Watches,11.16,5.15,Discount,Free subscription,43,1991,Central,Catalog,BU204,DistributionCenter
608,22-06-2022,21001,Samsung Galaxy Watch,Smart Watches,14.04,7.66,BOGOF,Get 5% off,58,2486,South,Online,BU204,Retail Store
609,20-11-2022,20001,Apple Watch,Smart Watches,23.5,5.93,Free Gift,Get 5% off,21,2624,West,In-store,BU205,Retail Store
610,03-06-2022,22001,Samsung Galaxy Watch,Smart Watches,13.97,5.34,Bonus Buy,Free subscription,60,2273,South,In-store,BU212,DistributionCenter
611,27-07-2023,22001,Samsung Galaxy Watch,Smart Watches,16.79,6.87,Bonus Buy,Get 5% off,21,1383,West,Online,BU209,DistributionCenter
612,19-02-2022,20001,Fitbit Versa,Smart Watches,14.02,7.37,Discount,Get 5% off,49,2604,Central,Online,BU208,Retail Store
613,26-11-2023,21001,Fitbit Versa,Smart Watches,18.18,6.7,Bonus Buy,Get 5% off on earbuds,35,2372,North,Online,BU216,Retail Store
614,26-04-2023,21001,Samsung Galaxy Watch,Smart Watches,10.9,9.32,Discount,Free subscription,57,2500,East,Catalog,BU212,DistributionCenter
615,06-11-2023,19001,Samsung Galaxy Watch,Smart Watches,15.62,6.36,Bonus Buy,Get 5% off,37,2778,West,In-store,BU216,Retail Store
616,16-08-2022,19001,Apple Watch,Smart Watches,22.24,5.75,BOGOF,Free subscription,45,1376,West,Catalog,BU214,Retail Store
617,18-12-2023,22001,Apple Watch,Smart Watches,23.29,7.58,Discount,Get 5% off on earbuds,31,1231,West,Catalog,BU201,Retail Store
618,13-04-2022,20001,Apple Watch,Smart Watches,13.3,8.83,Discount,Get 5% off on earbuds,45,2288,East,Online,BU215,Retail Store
619,04-09-2022,20001,Fitbit Versa,Smart Watches,11.16,6.07,Discount,Free subscription,19,2431,South,In-store,BU200,Retail Store
620,22-11-2022,19001,Samsung Galaxy Watch,Smart Watches,21.21,6.14,Discount,Get 5% off,17,1800,Central,Online,BU206,DistributionCenter
621,16-07-2023,19001,Fitbit Versa,Smart Watches,17.5,5.91,BOGOF,Get 5% off,17,1536,Central,In-store,BU208,DistributionCenter
622,08-01-2023,20001,Fitbit Versa,Smart Watches,10.84,5.65,Free Gift,Get 5% off on earbuds,11,1611,Central,In-store,BU212,Retail Store
623,24-05-2022,20001,Apple Watch,Smart Watches,21.74,5.49,Free Gift,Get 5% off,12,1619,East,Online,BU205,DistributionCenter
624,28-11-2022,21001,Samsung Galaxy Watch,Smart Watches,23.56,8.72,Free Gift,Get 5% off,35,1720,Central,In-store,BU218,Retail Store
625,05-11-2023,21001,Fitbit Versa,Smart Watches,23.24,9.27,Free Gift,Get 5% off on earbuds,53,2874,East,Online,BU217,Retail Store
626,13-07-2022,19001,Apple Watch,Smart Watches,21.16,9.04,Bonus Buy,Free subscription,43,1414,North,Catalog,BU205,Retail Store
627,12-01-2023,19001,Apple Watch,Smart Watches,13.28,9.68,BOGOF,Get 5% off on earbuds,46,2954,North,Catalog,BU215,Retail Store
628,07-08-2022,19001,Fitbit Versa,Smart Watches,15.07,8.62,Free Gift,Get 5% off on earbuds,25,2698,East,Catalog,BU208,Retail Store
629,23-02-2023,22001,Samsung Galaxy Watch,Smart Watches,22.26,8.79,BOGOF,Get 5% off on earbuds,57,1522,South,Online,BU202,Retail Store
630,13-11-2023,19001,Apple Watch,Smart Watches,15.18,6.86,BOGOF,Get 5% off,16,2830,South,Catalog,BU207,DistributionCenter
631,16-12-2023,21001,Apple Watch,Smart Watches,16.42,9.04,Free Gift,Free subscription,40,1640,Central,Catalog,BU208,Retail Store
632,14-04-2022,20001,Samsung Galaxy Watch,Smart Watches,13.13,5.39,BOGOF,Get 5% off,26,1886,North,In-store,BU212,Retail Store
633,17-08-2023,19001,Fitbit Versa,Smart Watches,23.18,6.97,BOGOF,Free subscription,46,2727,South,Catalog,BU213,DistributionCenter
634,15-06-2022,20001,Fitbit Versa,Smart Watches,22.69,6.87,Free Gift,Get 5% off on earbuds,29,1263,South,Catalog,BU202,Retail Store
635,28-08-2022,20001,Apple Watch,Smart Watches,15.94,8.03,Free Gift,Free subscription,16,2030,Central,Catalog,BU203,DistributionCenter
636,13-01-2022,20001,Samsung Galaxy Watch,Smart Watches,21.27,5.16,Discount,Free subscription,29,1215,North,Catalog,BU210,Retail Store
637,06-04-2023,19001,Apple Watch,Smart Watches,15.32,5.86,Free Gift,Free subscription,25,2763,West,Online,BU203,Retail Store
638,25-07-2023,19001,Apple Watch,Smart Watches,21.71,5.14,Discount,Get 5% off,19,2636,South,Online,BU219,DistributionCenter
639,19-07-2023,19001,Apple Watch,Smart Watches,24.42,5.99,Bonus Buy,Free subscription,60,2407,East,Online,BU219,Retail Store
640,29-09-2023,22001,Apple Watch,Smart Watches,19.97,5.75,BOGOF,Free subscription,12,2663,South,Catalog,BU219,DistributionCenter
641,01-05-2022,19001,Apple Watch,Smart Watches,18.94,6.5,Discount,Get 5% off,15,2403,North,In-store,BU202,DistributionCenter
642,11-04-2022,20001,Samsung Galaxy Watch,Smart Watches,21.9,8.19,Bonus Buy,Get 5% off,15,2123,South,Online,BU217,Retail Store
643,17-08-2022,22001,Apple Watch,Smart Watches,15.15,6.3,Free Gift,Get 5% off on earbuds,47,1274,Central,Catalog,BU202,DistributionCenter
644,21-08-2022,20001,Samsung Galaxy Watch,Smart Watches,13.75,8.78,BOGOF,Get 5% off,31,1369,South,Online,BU206,Retail Store
645,04-06-2022,21001,Fitbit Versa,Smart Watches,21.48,8.59,Free Gift,Get 5% off on earbuds,53,1630,Central,Catalog,BU208,Retail Store
646,15-03-2023,21001,Apple Watch,Smart Watches,18.88,5.71,Discount,Get 5% off,54,1999,Central,Catalog,BU203,Retail Store
647,27-02-2023,20001,Samsung Galaxy Watch,Smart Watches,21.04,9.69,Bonus Buy,Get 5% off,33,2496,North,Catalog,BU201,Retail Store
648,10-08-2023,21001,Apple Watch,Smart Watches,24.66,7.71,Bonus Buy,Get 5% off on earbuds,30,2037,East,Online,BU202,Retail Store
649,27-09-2022,22001,Apple Watch,Smart Watches,16.3,9.22,Discount,Get 5% off,33,2736,West,Catalog,BU209,Retail Store
